general,,,,,,,,conciència del sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elecció personal,,,,,,responsabilidad individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorn - Què passa? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,consentiment,dades demogràfiques,,,,,,"1. Últimament, amb quina freqüència has sentit les següents emocions?",,,,,,,,,,,,,,,,,,,,,,,,"Voldríem mirar algunes emocions més. D’aquestes altres, selecciona sols aquelles que últimament hagis sentit",,,,,,,,,,,,,,,,,,2. Sabries explicar com se senten últimament…?,,,,"3. Com esteu vivint emocionalment, tu i les persones de la teva edat, el moment actual? ","1. Últimament, quan vull donar resposta a una situació emocionalment complexa, jo...","2. Últimament, quan sento estrès, por, tristesa, ràbia o alguna altre emoció desagradable, jo...","3. Últimament, davant de moments de complexitat emocional, jo... ",,,,"1. Davant de les diferents emocions que apareixen en situacions complexes, quins comportaments tens? Què fas? (marca totes les que facis)",reactividad - freeze,reactividad - lucha,reactividad - huir,reactividad - mochila,reactividad - mochila,reactividad - chubasquero,reactividad - chubasquero,descongestión - expresión,descongestión - ayuda,descongestión - amor,descongestión - descanso,descongestión - fluir,sugestión - buscar alternativas,sugestión - cambiar mirada,sugestión - ganar amplitud,digestión - aceptación,digestión - comprensión/aprendizaje,"digestión - dejar ir/soltar, me dejo crecer","2. Si sents angoixa, disgust o tristesa profunda, a qui recorres? (marca totes les que creguis que tenen a veure amb el que fas)",,,,,,,,,"1. Pensa en les relacions que has tingut últimament (amb les teves amistats, família, comunitat escolar, etc.). Quan ha sigut l’última vegada que has sentit que algú et preguntava de veritat, amb ànim de saber la teva resposta, com et sents?",,,,"2. Últimament, com estàs vivint emocionalment les següents situacions?",,,,,,,,,,,,,,,,,,,"3.Has viscut altres situacions emocionalment complexes, més enllà de les que t'hem proposat a l'anterior pregunta? Com t'has sentit? (recorda que aquesta informació és anònima):",,"4.Quan et sents malament, emocionalment parlant, com preferiries que les persones del teu entorn t’ajudessin?  ",,"5.Quins recursos, serveis, activitats trobes al teu abast, al teu entorn, que ajuden a potenciar el teu benestar emocional?",
44176.52488,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Algunes vegades,Freqüentment,Freqüentment,Poc,Poc,Gens,Algunes vegades,Poc,Gens,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Gens,Poc,Poc,Algunes vegades,Algunes vegades,Gens,Gens,Poc,Freqüentment,Gens,Poc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,d. Aprofitem el que està passant per donar-li un sentit i intentem fer canvis per a millorar la situació.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Poc o no gaire,Sempre,Sempre,Sempre,"M’és igual, no m’afecta., No em deixo portar per la situació, procuro el millor per a mi.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Fa 1 mes,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,no,,que em deixin espai,,esport,
44176.52496,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Poc,Freqüentment,Poc,Freqüentment,Freqüentment,Gens,Gens,Gens,Gens,Gens,Gens,Freqüentment,Poc,"Angoixa, Culpa, Desesperació, Frustració, Odi",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Algunes vegades,Algunes vegades,Mai,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No sé com em sento,Em sento malament,No ho he viscut,Em sento bé,Em sento bé,Em sento malament,Em sento malament,Em sento malament,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,no,,nose,,cap,
44176.52559,Accepto,16,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Freqüentment,Poc,Freqüentment,Freqüentment,Gens,Freqüentment,Freqüentment,Freqüentment,Poc,Freqüentment,Freqüentment,Algunes vegades,Gens,Poc,Freqüentment,Algunes vegades,Freqüentment,Gens,Freqüentment,Algunes vegades,Freqüentment,Poc,Gens,"Desesperació, Esperança, Frustració, Gratitud, Il·lusió",0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Sempre,Algunes vegades,Poc o no gaire,Algunes vegades,"M’ho guardo, prefereixo no expressar com estic o com em sento.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ningú, A mi mateix/a",0,0,0,0,0,1,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,Em sento malament,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,no,,jo puc sol,,futbol,
44176.52582,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Algunes vegades,Freqüentment,Freqüentment,Poc,Poc,Poc,Algunes vegades,Poc,Poc,Poc,Algunes vegades,Poc,Freqüentment,Poc,Algunes vegades,Poc,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,"Frustració, Remordiment",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,Em sento pressionat perqué no sé com reaccionar,"Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Poc o no gaire,Algunes vegades,Sempre,"Em bloquejo. Em costa respondre., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco alternatives per resoldre el que sento., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"Amistats, A mi mateix/a",1,0,0,0,0,0,1,,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Aquesta setmana o l’anterior,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,No sé com em sento,Em sento bé,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,"No, no he viscut cap més que las de la pregunta anterior",,Deixant-me sol durant una estona fins que em calmi,,Els jocs i els amics,
44176.52601,Accepto,14,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Poc,Algunes vegades,Freqüentment,Poc,Freqüentment,Poc,Poc,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Gens,Algunes vegades,Algunes vegades,Freqüentment,Poc,Poc,Poc,Poc,Freqüentment,Gens,Poc,Freqüentment,Gens,"Angoixa, Culpa, Desesperació, Enyorança, Frustració",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,Jo crec que avui en dia vivim molts alts i baixos els quals ens foten bastant la vida i et replanteixes seguir vivint,"Penso en la resta, escullo què fer segons el que els demés esperen de mi.",Em culpo,Algunes vegades,Mai,Sempre,Mai,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ningú,0,0,0,0,0,1,0,,No m'ho han preguntat,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento malament,Em sento malament,No ho he viscut,Em sento malament,No ho he viscut,No ho he viscut,No sé com em sento,Em sento bé,Em sento malament,Em sento malament,Em sento malament,Em sento malament,Em sento malament,La veritat que estava enamorat i m'han donat carbasses i la veritat que no senta gens bé,pareja?,Que em deixin en pau,,dormir,
44176.52623,Accepto,14,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Poc,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,"Culpa, Esperança, Odi, Rancor, Temor",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa.",1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Fa 1 mes,Em sento malament,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No ho he viscut,Em sento malament,Em sento malament,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,Em sento bé,Em sento malament,No sé com em sento,Em sento malament,Em sento malament,Em sento malament,No m'ha passat res més. ,,Que m'escoltessin parlar i que després donessin el seu punt de vist. ,,"El que trobo és la solució de l'esport amb el ciclisme, que és l'esport que jo faig. ",
44176.52633,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Gens,Poc,Freqüentment,Algunes vegades,Algunes vegades,"Esperança, Il·lusió, Rancor, Remordiment",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,"No, a priori no he viscut altres tipus de situacions",,"Depén de la situació, hi ha coses que prefereixo afrontar sol i d'altres que m'agradaria que m'ajudesin.",,Les meves amistats i familiars,
44176.52693,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,9,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,"Angoixa, Culpa, Enyorança, Esperança, Frustració, Il·lusió, Odi",0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Busco i/o demano ajuda., Busco alternatives per resoldre el que sento.",1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"Amistats, Familiars, Ningú, A mi mateix/a, no sempre ho expresso",1,1,0,0,0,1,1,no sempre ho expresso,Fa 2-3 setmanes,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Fa 1 mes,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No sé com em sento,Em sento malament,No,,Preguntant-me i estant amb mi quan ho necessito,,"les amistats m'ajuden molt, però també hi ha llocs on pots recorrer per parlar",
44176.52696,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Poc,Freqüentment,Algunes vegades,Poc,Algunes vegades,Freqüentment,Poc,Poc,Algunes vegades,Poc,Freqüentment,Algunes vegades,Gens,Poc,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Gens,Poc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.).",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Amistats, A mi mateix/a",1,0,0,0,0,0,1,,Fa 1 mes,Fa 5-6 mesos,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,no,,"Prefereixo que no estiguin massa a a sobre, ja estic bé",,el esport i la música,
44176.52701,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,9,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,"Angoixa, Culpa, Enyorança, Esperança, Frustració, Il·lusió, Odi",0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Busco i/o demano ajuda., Busco alternatives per resoldre el que sento.",1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"Amistats, Familiars, Ningú, A mi mateix/a, no sempre ho expresso",1,1,0,0,0,1,1,no sempre ho expresso,Fa 2-3 setmanes,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Fa 1 mes,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No sé com em sento,Em sento malament,No,,Preguntant-me i estant amb mi quan ho necessito,,"les amistats m'ajuden molt, però també hi ha llocs on pots recorrer per parlar",
44176.52706,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,4,Poc,Algunes vegades,Poc,Freqüentment,Freqüentment,Algunes vegades,Poc,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Poc,Freqüentment,Freqüentment,Poc,Poc,Poc,Freqüentment,Gens,Poc,Freqüentment,Algunes vegades,"Angoixa, Culpa, Desesperació, Frustració, Odi, Rancor, Rebuig, Remordiment",0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Algunes vegades,Sempre,Sempre,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Em cuido, em mimo, connecto amb el meu benestar., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,"Familiars, Concretament a la meva millor amiga",0,1,0,0,0,0,0,Concretament a la meva millor amiga,Aquesta setmana o l’anterior,Fa 1 mes,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Em sento bé,Em sento malament,No sé com em sento,No sé com em sento,Em sento bé,No ho he viscut,Em sento malament,No sé com em sento,No sé com em sento,Em sento malament,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento malament,Em sento bé,Em sento malament,Em sento malament,Em sento malament,No,,Que m'animessin,,El ball,
44176.52764,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Gens,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Poc,"Frustració, Pau",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Poc o no gaire,Algunes vegades,Poc o no gaire,"Faig com si res i m'evadeixo de les meves emocions., M’és igual, no m’afecta., Comprenc el que sento i trec aprenentatges que m’enforteixen.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Fa 1 mes,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No sé com em sento,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,No sé com em sento,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,No,,Que em preguntin ,,No se ningun,
44176.52787,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,2,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Freqüentment,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Freqüentment,"Angoixa, Culpa, Esperança, Frustració, Il·lusió, Odi, Pau",0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Algunes vegades,Poc o no gaire,Algunes vegades,Poc o no gaire,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Comprenc el que sento i trec aprenentatges que m’enforteixen., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,"Professionals de la salut (psicòlegs/gues, infermeres/es, etc.), Ningú",0,0,1,0,0,1,0,,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Fa 5-6 mesos,Fa 1 mes,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento malament,Em sento bé,Em sento malament,No ho he viscut,No ho he viscut,"No, normal",,Escoltant-me,,Familia,
44176.528,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Freqüentment,Algunes vegades,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Algunes vegades,Algunes vegades,Poc,Gens,Poc,Algunes vegades,Algunes vegades,Gens,"Alleujament, Culpa, Il·lusió, Odi, Rancor",1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Sabria explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,a / b,Penso com els sentarà als demes però penso per a mi també,"entre la b i la c, miro els meus problemes, m'enfado, i els deixo de mirar",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amistats, Ningú",1,0,0,0,0,1,0,,Fa 2-3 setmanes,Fa 2-3 setmanes,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No sé com em sento,No sé com em sento,Em sento malament,No ho he viscut,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,Relació amb el meu pare,familiar,"fent-me oblidar el que esta passant i fent algo divertit, o be donant-me espai durant un dia i al dia seguent parlar. Depen del meu dia",,Els meus amics i mare,
